train_loss,val_loss
0.49943584100953464,0.409878460182385
0.41626950317415695,0.39461318437348714
0.4029836847864348,0.38509681753136893
0.3948945491478361,0.3765691359612075
0.3863033802344881,0.3849231322211298
0.37956712636454354,0.36272917357696727
0.3719700593372871,0.3589036872779781
0.3676931029763715,0.35941129330207
0.3672284118060408,0.36266088468784635
0.3628379114742937,0.3493562364442782
0.36105414032936095,0.42539553907276556
0.3583313105435207,0.3513648824088953
0.35572616046872635,0.35683472556146706
0.3554035359415515,0.3600017480890859
0.3526817866440477,0.350319524041631
0.35445336833082397,0.36111875911327923
0.35191245253743797,0.343661003830758
0.3545823625449477,0.3499843081967397
0.35223423818062094,0.34354028004136955
0.35140226380578404,0.35202851256524975
0.34956362535213603,0.3591227885335684
0.34816873227727824,0.34606619348580187
0.3479074516173067,0.3509057607840408
0.3449796921220319,0.34714795039458707
0.3452499163561854,0.34692197191444313
0.3448723447733912,0.3406115849925713
0.34468209949033013,0.3375006453557448
0.3413475712825512,0.34854538670995017
0.34135205499057114,0.37512144531038677
0.34244266255148526,0.3419558224691586
0.3403006370725303,0.34134313091635704
0.33692200677148226,0.3519991477104751
0.33886943891130644,0.3365783593194051
0.33807577090016727,0.3409118022431027
0.3378766243827754,0.3362284521148963
0.3369938831904839,0.3465023401447318
0.3360180928789336,0.33527840792455454
0.33429480451962046,0.33221510001881555
0.3355346885220758,0.33732150825248525
0.33468025809731977,0.3410212096165527
0.3323140983951503,0.3391194892200557
0.32971149271932143,0.3441267552023584
0.3324097882057058,0.34143666889179836
0.3303321713003619,0.33761830729517067
0.32898463483514456,0.3317960471930829
0.328884829940467,0.32732026135040954
0.32994569365320536,0.335765846750953
0.3285780981696885,0.33205320279706607
0.3268199384212494,0.3449847848493267
0.32645811685200393,0.33087580888108775
0.3256593747385617,0.32812266729094763
0.32546339137800806,0.3277977936139161
0.32522603520031634,0.3248249954459342
0.3259121160055029,0.32456813380122185
0.32417217554717226,0.33097186345945706
0.3213429864110618,0.3470990061759949
0.32410218510134464,0.32380649786103854
0.32276246342165715,0.3400828584351323
0.3226750836290162,0.3246419799768112
0.3215032209610117,0.32037997245788574
0.31904724045046445,0.3257390707731247
0.32019615820769604,0.32156196278943255
0.31903270709103554,0.3216772635721348
0.3180232019260012,0.3239101425490596
0.31673550061110795,0.3275401619347659
0.31547238734261746,0.31670396656475286
0.315536249917129,0.3292694284834645
0.31508387255257575,0.3180639858103611
0.3144644668390011,0.31881686046042224
0.3168597564615052,0.31764935939149425
0.3126966451776439,0.33349998227574607
0.3140989629359081,0.3230061795223843
0.3141737888599264,0.3174820247698914
0.3116745846024875,0.3116592148488218
0.3136169091380876,0.3156421123580499
0.3134443009721822,0.31534280492500827
0.31343825284777016,0.3205631180581721
0.30974598876361187,0.31718143888495187
0.3109391585506242,0.3190834887579761
0.3102938189588744,0.3214235759594224
0.3097581396842825,0.3161883602257479
0.3100841391703178,0.31246787919239566
0.3100510798651597,0.3125695933333852
0.30950231983743864,0.31675585168837145
0.3081648022964083,0.3116018140519207
0.30784192054436127,0.3156129556962035
0.3065597520820026,0.3262493189170279
0.3069613594433357,0.30661326308142056
0.30658541383414434,0.3074061785909263
0.3059423508315251,0.31969181973148475
0.3059308206212932,0.3253834091804244
0.30719357389828256,0.31477466257373715
0.3030560754496476,0.3781161999160593
0.3044722065843385,0.3147963707081296
0.3034988224506378,0.31580385921353643
0.30207648338942694,0.31194641995667055
0.30389449863598267,0.30973391962999647
0.30351179303794074,0.3111353381325237
0.3014652856465044,0.30817744288254867
0.3042936087682329,0.3060910678891973
0.3002348918339302,0.30963174744763156
0.30107545616297887,0.3056147259406068
0.30223845633967167,0.3052997849881649
0.30186663085016713,0.320501360534267
0.3005361489180861,0.31907687154175207
0.30021741821848114,0.32228843292052095
0.3012663598718314,0.3166645887223157
0.2989768059089266,0.3064819404601373
0.29935859236223944,0.3027441955425523
0.29802047425302963,0.3250207713043148
0.2987759256157382,0.3113573613491925
0.3013166208719385,0.313546842133457
0.2989692871940547,0.306179871909659
0.2973198090133996,0.3108644899065522
0.29538256094373505,0.31055177557705477
0.2981896687170555,0.3016987500542944
0.2975555078736667,0.3033079357648438
0.2978434914144976,0.3108044812794436
0.29562622473157685,0.30389532683925197
0.29576868897882,0.3051985722373832
0.295660369663403,0.3057720431719314
0.2957177646201232,0.3017358969558369
0.2965990090164645,0.30303327993235807
0.2948409245959644,0.30381661374121904
0.29554739954142734,0.3056188940324567
0.2917395713000462,0.3115282976915213
0.2937626657814815,0.3162308943203904
0.29405769942135646,0.30909024797041307
0.29363125850414407,0.3093257501552051
0.2947047390814485,0.30676772496239707
0.29500915356751145,0.29683601356704126
0.290825365021311,0.30528117233717983
0.2922635020880864,0.3054503344676711
0.2914918441196968,0.302448689006269
0.2924525609304165,0.3017430572177876
0.29203888969174746,0.31058985147286544
0.2913227936317181,0.3020967516878789
0.29393633306026457,0.3002018609338186
0.29208377702482813,0.29837048663334415
0.29187296731718654,0.29960011927918956
0.2893697887659073,0.30228894838893955
0.28873592553467586,0.3176677627488971
0.29078845916123225,0.30367287722500885
0.2899570324297609,0.30383930926803837
0.289823508879234,0.3031296775760976
0.29164683037790756,0.30079232063144445
0.2897453884626257,0.30112482857128436
0.28984937821996626,0.3043078570626676
0.2911043902923321,0.29679992253130133
0.28924374713979917,0.30026196205819194
0.28683934376157566,0.3003254990643737
0.290733631725969,0.2994010340083729
0.2866985787605417,0.30145481597124174
0.28699995104608866,0.3028618815270337
0.287842535767062,0.30108158654448663
0.28698316884451897,0.30281173810362816
0.289832986942653,0.30154865624552424
0.28649756117113706,0.3002108134837313
0.2866515815258026,0.29435151938179677
0.28807876788336656,0.3022780008614063
0.28436233586278453,0.29709896932102065
0.28628623526671837,0.29547223821282387
0.2870038509368896,0.30895843441513454
0.2881979122244078,0.2987384567545219
0.2849428267314516,0.30119787296280265
0.28403137130983946,0.29793715942651033
0.2845507949590683,0.29813499355011364
0.28402268999609454,0.3200305624103004
0.2863721244294068,0.32680526426569984
0.28728537836979173,0.3024304513396187
0.28760603799902157,0.3004970654252578
0.2842764751664523,0.3028906346298754
0.2842196140823693,0.296113697303967
0.2840467344070303,0.29875682878561993
0.28457557970079883,0.2965206929736517
0.28394547762541933,0.29561769835312257
0.2831905207757292,0.30034264126284554
0.28405413473474567,0.30710108106193895
0.2833960548557084,0.2973957283591682
0.2821309346577217,0.30270985183729365
0.28065966655468116,0.29654976979575376
0.2823716504820462,0.2942415090193125
0.2835908641075266,0.29661699469116604
0.2817043435984644,0.2917086311446672
0.2831185914319137,0.2973024395548485
0.2823748178523162,0.2993676700544628
0.28188661696582007,0.29831064930609
0.28373165736938344,0.30053423514420335
0.2816878172858008,0.2988145938989791
0.28067800721217845,0.31081608026711777
0.2812189761934609,0.29830774453214626
0.2808586149380125,0.2966846074400978
0.28048643901430326,0.29897252410988917
0.27982081966153505,0.29258822387253697
0.28381230841422905,0.2977742875968529
0.28114297544134076,0.3062474008818919
0.28221494051916846,0.2960146110166203
0.2795399891919103,0.30068765148859133
0.2818189281841804,0.2981529128314419
0.2806038247100238,0.2955536310645667
0.28020266952185796,0.29950696060603316
0.2804026420774131,0.320824342017824
0.2817066815392724,0.2919106153263287
0.2810991726044951,0.2940703622827476
0.28020229319046286,0.29275290811942384
0.2803498202356799,0.2936916466463696
0.280064653733681,0.29492955980822444
0.2812711356015041,0.2943927235054699
0.28073209955774503,0.2981941327029331
0.2799268179926379,0.2958720275624232
0.2806935323723431,0.29484471966597164
0.27935573016775067,0.2953487934375351
0.28159563089239187,0.2957481473938308
0.278881295076732,0.29893355748870154
0.27919128948244554,0.2953166139142757
0.2778111146441821,0.2946835699999197
0.27867773647966054,0.295533793174069
0.281608787795593,0.29281255103309045
0.27864899779188224,0.29629324973476207
0.28066582854451805,0.2942008872262456
0.28030319193313863,0.2994919297370044
0.27869371422405903,0.2949341233735057
0.2798036568123719,0.2960832418281246
0.2770990822849603,0.2958478791300546
0.277220161207791,0.3022465653590519
0.277284440192683,0.29025267818096007
0.2783661961555481,0.2921125655993819
0.2785841962386822,0.2922815388830548
0.27583197550526983,0.29465103547342797
0.2789248395582725,0.29500609619373624
0.27782897928665423,0.295041250615296
0.277761482884144,0.2930895498615097
0.27844013962252384,0.2962852914563634
