model,init,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,MEANPOT,R_VALUE,MEANSHR,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,MEANJZH,MEANALP
SHARP,2_50_5,0.13510190955106935,0.24053228608377214,0.25114132932016253,0.04563784134553961,0.055645083906040664,0.03909785150191022,0.029732163963566108,0.11501108806100424,0.013406438090910347,0.009990118302104237,0.016438868216492663,0.017728962718948714,0.014167158506224136,0.0034413830561856006,0.006131902160662133,0.006795615215407346
SHARP,2_50_10,0.10725784475779951,0.18007601715908422,0.19494243082461565,0.050106529914746255,0.058071161493173144,0.053285715955301016,0.04146065957815125,0.09851432579023832,0.02628776117458945,0.02633311186683214,0.03128982062388085,0.03019796490962073,0.0316874935698816,0.022005578132543405,0.023115886496476154,0.025367697753066222
SHARP,2_100_5,0.1717377522607531,0.1604597489717834,0.27331158563276786,0.049808737114021166,0.04903378320160863,0.05190908176488626,0.023912437647232783,0.13598340137503936,0.014570622201415053,0.007072954518194336,0.01356495572941795,0.01695602247090448,0.015819609030314555,0.0038328064830836185,0.006551736225980654,0.005474765372596759
SHARP,2_50_20,0.09419029002027553,0.14094676534455688,0.14916724081088847,0.057861210448765285,0.05942226874040882,0.054338394078749346,0.050316293172986276,0.08378029736878498,0.039477344412398314,0.03718360290243276,0.04008492682552347,0.04037953213131317,0.041971440802226374,0.03706354792553182,0.03671930853109182,0.03709753648406671
SHARP,4_50_5,0.1855707714549097,0.19350413967818064,0.23714072924897664,0.04620245759256467,0.0768173907819498,0.0767663511112346,0.022889292167751346,0.08080999973792351,0.00959052273322094,0.011528381799025164,0.015496989314189693,0.014521423465098483,0.015042010868112781,0.0022687060985925613,0.005052562680221434,0.006798271268047986
SHARP,2_50_None,0.09350185231742587,0.13660334687030778,0.14753233998838217,0.05534853459192064,0.0616418071345501,0.054166630325453,0.05065584965419072,0.08506123056657108,0.038843535362459325,0.03983911962784006,0.040058734907311815,0.04165474644487196,0.041803523752955575,0.038905115023957014,0.036409536459830236,0.037974096971972626
SHARP,8_50_5,0.16283283054555378,0.18691403469448664,0.21243493102424318,0.059076814063618026,0.07845969259144943,0.037454005283921364,0.026835578714758224,0.14420364035420943,0.01624864523778791,0.012126886072778181,0.012247061249253257,0.01618513877631273,0.020467040186902024,0.001982768910447193,0.006514746597442913,0.006016185696835767
SHARP,16_50_5,0.13329643404846325,0.15939931302740387,0.2722864895312819,0.03024164545698041,0.11185517608837539,0.06978316232302625,0.03187386258468284,0.10281398930286866,0.023226603867316776,0.005825201000586606,0.012991715560409088,0.015627436803196768,0.016818621198653967,0.0028912100928686815,0.004987777687753846,0.0060813614261317085
SHARP,4_50_10,0.15181267617376423,0.15258880078809256,0.18776509339031716,0.044842046780868644,0.0597134625638564,0.07184328051919982,0.038075802279772,0.08023288718864263,0.026473413476895104,0.02773919610888226,0.027680341144431502,0.03206754861321235,0.030619322437673454,0.021679600452105947,0.02303397788743976,0.023832550194846182
SHARP,32_50_5,0.1266073268838009,0.2063911185625155,0.22410607022056772,0.06372606623778693,0.07536479566318831,0.06154737419159442,0.027298176073034613,0.13817230367207783,0.015157335161717316,0.0053636863968028435,0.007375886433330314,0.01822201648198439,0.015934519160979373,0.001734613092176575,0.005197749665700313,0.007800962102742506
SHARP,4_100_5,0.2160164034348809,0.16673096690587802,0.23530842339348204,0.04012442515798379,0.09377725328871316,0.06219671538792194,0.02560956809050027,0.07824330590400826,0.008051626218775837,0.014224412381952843,0.013080193165952568,0.015657528289493777,0.01576302576394002,0.0030661989243807985,0.005569115856369482,0.006580837835766264
