HARPNUM,file_name,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,USFLUXL,MEANPOT,R_VALUE,MEANSHR,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZH,MEANJZD,MEANALP,SHRGT45
1450,hmi.sharp_cea_720s.1450.20120304_080000_TAI,39.84505001812671,2.579799913770901e+21,2238278099684.241,2.6134501200339235,285915058192.5209,5.201447571399186e+20,2.507680937137664e+20,895.5996531418516,0.0,45.90439832786925,43.61512407705736,75.41778125778059,72.1392409429804,38.05884962602609,-0.0012166900000157,-0.2546866627984002,-0.0157031240776729,45.8736745043799
1449,hmi.sharp_cea_720s.1449.20120307_160000_TAI,2566.5922102839995,8.446790467920762e+23,63397314737566.78,1096.824906530759,40643444619325.61,2.308731275443685e+22,1.6821138520976652e+22,12286.441251065657,4.9493934385733525,57.263445877004926,61.54132057249221,68.301229994117,76.12787891051464,53.95576317847563,-0.02118936125284,-0.0403623769953027,-0.0661759456653278,65.01245967508258
1453,hmi.sharp_cea_720s.1453.20120304_160000_TAI,23.599444934283078,1.5994195614322805e+21,433370785469.53217,14.044830739794484,809027244116.0884,3.555516497289076e+20,1.1973434254857934e+20,2442.884567921425,0.0,22.575575925550996,32.713504574625155,130.7723484930856,126.60563771732068,58.07638570441501,0.0287803908602345,-0.0296653632085361,0.0657665759201277,4.259634888438134
1450,hmi.sharp_cea_720s.1450.20120305_010000_TAI,42.46737152967491,2.7093757883265576e+21,3322750257245.907,1.1428934963351027,179579286891.6944,7.703608904031362e+20,2.764034799941821e+20,538.0075106006797,0.0,41.86981389094819,41.19232802181706,54.766284912359154,54.59526989594513,28.20108485642028,-0.0003064057630925,0.0850548246989493,-0.0061701469647381,37.0253164556962
1449,hmi.sharp_cea_720s.1449.20120310_000000_TAI,2329.2865952112,6.524797297460635e+23,71079949383939.22,1060.2930200012106,47450990136502.68,2.473874657686017e+22,1.6125650019947842e+22,7561.271539871328,4.523445287027286,54.03277608852862,58.17940735890021,74.37836040132977,74.48482641902099,49.9619081881773,-0.0163187277988304,-0.1350933778963816,-0.0707017250297557,60.675315881004046
1449,hmi.sharp_cea_720s.1449.20120309_000000_TAI,1722.057806864324,5.7862553389535066e+23,53130800489019.1,797.8297997918977,34730705915994.0,1.694975998879838e+22,1.1959599322080802e+22,9528.440394370307,4.535451946873342,59.45849366097768,62.73933829628281,66.08633900777946,64.77307749234804,50.86843639612602,-0.0174492006165802,-0.4078871208116271,-0.0649048234244048,70.32322967239645
1449,hmi.sharp_cea_720s.1449.20120308_160000_TAI,1856.8421610739829,5.9436842617539765e+23,43225189790287.2,825.4871336432575,34628572193395.46,1.8267659910437252e+22,1.3816718075911029e+22,12104.170807122418,4.747252258843314,56.554593727058304,59.12400949992898,67.63426331554166,74.83188072338027,52.24662934214217,-0.0223261517185929,-0.597353676570189,-0.0579376192621854,66.35023664638268
1449,hmi.sharp_cea_720s.1449.20120311_000000_TAI,2350.8301493155777,6.805932575059068e+23,70849141561540.23,1209.0743456260443,65656555809852.21,2.840567247097129e+22,1.6559028619814694e+22,7564.359346139597,4.317403716847272,48.3849463905141,53.14240427965044,77.57650973982473,80.67884669317125,47.22554347193064,-0.0178471695100233,0.1661535465645661,-0.0767635723269611,50.68119086628585
1455,hmi.sharp_cea_720s.1455.20120305_080000_TAI,193.82337249191133,2.290913817268028e+22,9478645627973.855,15.090340583420057,1486412387907.9175,2.254823886522553e+21,1.36639533825561e+21,2067.1399376639188,2.8729308904440445,53.0196716123594,57.72397198667483,76.05055731695519,72.65166150655739,49.0073330543964,-0.0018083092370784,-0.3439730333762976,-0.0128304232607905,56.27321749550629
1455,hmi.sharp_cea_720s.1455.20120304_220000_TAI,98.996561931898,1.0636030756715323e+22,6232271968377.166,5.981118955394768,1072566949026.6194,8.97405762058217e+20,6.243788908207199e+20,1555.4074768237188,1.8392026872547225,58.38550398869528,65.48907834785524,68.42006228638158,63.42966503670832,46.63338464572775,-0.0011616078763633,-0.3721637736734078,-0.0160495564585286,62.84715478733735
1456,hmi.sharp_cea_720s.1456.20120304_170000_TAI,52.406951613750095,3.608469418947896e+21,2826782444718.0776,10.865261845144158,1536038787136.1045,6.413263710454906e+20,2.643565224842188e+20,1160.6707492106127,0.0,44.59021628733323,48.65522165337607,76.61270047576242,80.84923379543761,40.81135716564657,0.0046412908351747,0.6826740785462331,0.0436085717807565,39.4703118325502
1456,hmi.sharp_cea_720s.1456.20120305_080000_TAI,93.34946977049016,6.557813037952408e+21,3695708432948.94,0.3759579485350477,2246927770719.4736,1.3814180681195913e+21,4.549944538837208e+20,1252.9682411834303,0.0,37.74972319808406,40.77924584827687,79.21897965795975,79.5632418733041,41.42155167281337,9.53965867888982e-05,1.1010171865726055,0.0006278376721816,26.74448109616849
1455,hmi.sharp_cea_720s.1455.20120306_080000_TAI,159.67062221557103,1.5593401718592791e+22,7026909697874.385,0.8568670178170502,703286600509.6603,2.55166645131866e+21,1.1602036991875946e+21,1676.178072474341,0.0,41.2455260535807,42.469445185392,77.92826240885317,76.86967777834552,42.58387548567252,-0.0001223396655935,0.1937828596008246,-0.0006618548886167,34.67523197715917
1456,hmi.sharp_cea_720s.1456.20120306_080000_TAI,63.33810508252164,4.320111616918115e+21,1166013269953.219,5.826820440114136,810544309457.2987,1.0519024275855642e+21,3.075219456095115e+20,2056.250001994118,2.0302264523271045,23.24301117990514,30.236242897795723,92.3806432972303,90.95005777567567,47.47600815012829,0.003683198761134,0.4993224675706115,0.0101751951544113,6.06826801517067
1455,hmi.sharp_cea_720s.1455.20120307_160000_TAI,267.41375206178725,1.6914540267863064e+22,16772179150428.096,4.148981941336796,472197893654.0885,4.408072391426786e+21,1.1546033165112448e+21,830.4379074144713,0.0,40.134495559932695,41.03062645297531,60.95198130062557,66.50504565605249,36.32271429671728,0.0002705210889572,-0.0005077917481639,0.0028238130368702,31.016496055291125
1456,hmi.sharp_cea_720s.1456.20120307_000000_TAI,69.84154380986189,5.213204900875673e+21,2007726386176.077,5.281920638993502,270900371903.42487,1.6970892847306472e+21,4.104444577813316e+20,1136.501157733389,0.0,26.786808450249215,32.559238913936674,60.02104345091544,61.6945119987991,31.689060597049615,0.0015292184826269,-0.0912541716858337,0.0073222394327982,12.767805442964676
1455,hmi.sharp_cea_720s.1455.20120308_000000_TAI,194.2274292253955,1.6383264271037977e+22,9459899709276.62,5.521572679674326,564459031006.5608,4.323404955882945e+21,1.1526920447297112e+21,1017.433903844382,2.397516405556837,34.89147532203157,36.90355010373639,57.57283594260745,62.89989720864388,32.629591785079505,-0.0004553874374989,0.0059086534892916,-0.0030703500587966,22.82061855670103
1457,hmi.sharp_cea_720s.1457.20120304_170000_TAI,725.3238066591554,5.493079964603574e+22,77231782904086.88,33.746567149139594,759588852698.6974,1.5537732387665737e+22,2.0383489903422412e+21,431.4267090915099,0.0,45.53799511132915,52.909723887392005,41.62603128400648,49.25796046175276,32.591391145742364,0.0003559501634809,0.006867419427419,0.0115328039108453,39.09025481626736
1457,hmi.sharp_cea_720s.1457.20120305_080000_TAI,721.4609870081633,4.9302702849750775e+22,91318076706643.77,16.981837411025925,1305764160639.084,1.3227915020037255e+22,2.353128202415588e+21,386.4738686861588,0.0,48.64983169857292,52.26083739071569,40.48293951162685,45.55829914406579,30.47163351082348,0.0001781934670621,-0.0262505316965826,0.0070213568550514,43.93445694833384
1457,hmi.sharp_cea_720s.1457.20120306_080000_TAI,743.49326979847,4.8224649684912894e+22,97637886890627.12,53.702547932297385,4580485453954.094,1.13671539317169e+22,3.3632864818660644e+21,407.96928385844507,0.0,52.52031796349347,49.52517193943086,44.10409016551743,45.51374985041977,29.791392414451582,0.0006080520378661,0.0339384177068987,0.0248652812713711,51.79197375516807
1457,hmi.sharp_cea_720s.1457.20120308_160000_TAI,450.6747325901842,3.89641210138007e+22,123089041571624.56,6.704767191605786,1900128007913.492,5.856741932898834e+21,3.888056215713828e+21,237.8458735783557,0.0,70.56432093049662,61.16373645836005,32.0023162300328,21.18681557575069,26.630323617888912,5.470912333117742e-05,0.0246138049275021,0.0089121445818974,77.42450650561388
1457,hmi.sharp_cea_720s.1457.20120309_000000_TAI,497.56496880416967,5.2198890385140926e+22,143988614123548.84,4.662997692657814,2266676912965.41,5.64531797306142e+21,3.3773275369654935e+21,326.77714949525927,0.0,73.19671076549466,67.89746527981129,35.0304068537632,21.16726525687447,30.41972075886228,3.899283940141667e-05,0.0205381876366054,0.0068765098329617,81.3237335905089
1457,hmi.sharp_cea_720s.1457.20120310_000000_TAI,439.7018620453546,4.6873101687323976e+22,153370757195489.0,10.411406638028147,2245976298345.449,5.354923657521617e+21,3.809389110738224e+21,231.17777261644596,0.0,76.68538678957158,66.12794925908659,29.209143050318406,15.658361469171258,25.37412951925492,6.861753127593008e-05,0.0079067537085998,0.0140470015127756,83.60362602669741
1460,hmi.sharp_cea_720s.1460.20120307_010000_TAI,46.634311685488456,2.793203497232866e+21,2244350631159.288,0.4896971022131962,347888234194.32587,7.340562868446664e+20,2.905548649890811e+20,929.405910076438,0.0,36.84874762575007,36.32182430677842,81.10042331613823,82.11217469259935,34.56916573055332,0.0002201875459591,0.1977253890210046,0.0021354213267179,27.3972602739726
1457,hmi.sharp_cea_720s.1457.20120307_160000_TAI,1023.5325778716036,8.13325510577529e+22,169858527057293.9,55.4852771451852,5111768879062.533,1.1312402029464542e+22,4.756703199943122e+21,461.6628001459909,0.0,63.16219939769101,57.68291979832779,45.27965328580685,39.024397985921695,35.69120276919308,0.000421150213251,0.0743942293614403,0.0327626966364057,68.34820890121819
1460,hmi.sharp_cea_720s.1460.20120309_010000_TAI,47.7157236061422,2.7285240578014367e+21,3032407424144.966,5.545138238126241,653560899419.4346,6.249072011727865e+20,3.553356081427749e+20,771.2249227089519,0.0,46.97102027939939,43.476993777729206,78.5890388657002,73.46269346391632,42.04923077498309,-0.0021568021151794,0.4731316506289613,-0.0259134072768102,47.2972972972973
1460,hmi.sharp_cea_720s.1460.20120311_040000_TAI,54.49523538697077,3.847272499491384e+21,5833115452934.486,0.1408678717532227,1232570181695.0674,7.70514862624674e+20,3.2246436225314075e+20,544.129696245397,0.0,52.49904293104496,49.00304585057568,53.75645385919404,50.86316347930863,34.38828487505171,-2.7247170551880604e-05,0.4457888975437077,-0.0008507765813755,53.23065364387678
1460,hmi.sharp_cea_720s.1460.20120308_160000_TAI,57.20296487230403,3.5040628208735334e+21,3816108471869.9375,3.131009587859109,232983855961.20816,7.994245803700312e+20,4.347513133951745e+20,680.3800552632873,0.0,45.968251832073655,39.90245967629524,69.21001868035314,64.51304182653672,36.15647044170945,-0.0008239498915418,0.1159276612198613,-0.0138836257754654,46.20938628158845
1449,hmi.sharp_cea_720s.1449.20120312_000000_TAI,2303.187817945477,6.783175659772462e+23,62019661141887.08,971.3006733317278,47345979049244.2,3.515865635182219e+22,1.709977542705152e+22,7477.69858675923,4.271172776592767,41.54416677044025,47.43797777952272,75.76668946036582,81.43183022027424,43.682995162806506,-0.0142206768957238,-0.0697170348697477,-0.0457039954998104,38.28123856233072
1461,hmi.sharp_cea_720s.1461.20120310_100000_TAI,430.1808049613977,4.840428742136351e+22,8900433359552.146,197.47861597069848,7801812532731.75,4.618646771919583e+21,1.9489924826029417e+21,4719.382579289713,3.5067534751606315,37.698195224527446,41.9935869833604,80.1997254026179,101.03807957962673,47.68590665763166,-0.0255701949981481,0.0371740024674642,-0.0699540230675358,30.454486598472094
1461,hmi.sharp_cea_720s.1461.20120310_090000_TAI,550.6797211403682,6.064048246222811e+22,10856960602866.41,267.5481439823666,10746980000839.889,6.389891351381524e+21,2.3816526914436674e+21,4316.2389673248845,3.7317674225930353,33.992751120370585,39.890156656206365,78.05107989312356,94.11476596724232,44.54929829909247,-0.0252904947520906,-0.0395724621772412,-0.0705301569818292,23.45212212874563
1461,hmi.sharp_cea_720s.1461.20120310_110000_TAI,377.5902869797115,4.270705067341088e+22,8660996353609.949,135.22806129892805,5919823195331.721,4.453137139729168e+21,1.820163584055549e+21,3956.428546754536,3.417290529695509,36.89516951120131,41.21534364490952,76.09889131351801,91.29770724413645,43.93279719593332,-0.0166373106913051,0.1262109385913518,-0.0530423532518472,28.223425196850396
1457,hmi.sharp_cea_720s.1457.20120311_000000_TAI,344.8980407850744,3.996259184227179e+22,144087474333742.62,2.12473862587514,2058013584523.5703,4.6878073278934863e+21,2.4389260854530634e+21,202.73882008999303,0.0,75.50021006521725,66.98005640015901,27.18369517137347,15.408082557652945,24.3157463349312,-1.4397003874965374e-05,-0.002021598389177,-0.0047199928654455,83.21969492804399
1457,hmi.sharp_cea_720s.1457.20120312_000000_TAI,518.4797613697838,4.524951660221992e+22,125971859121779.77,0.8397770605647282,2194503935932.066,7.463817049019395e+21,3.076743669832431e+21,276.1976185077495,0.0,66.83732638621613,57.52242661710848,32.33282873910812,26.465398505504236,25.84970707242577,6.847329733981786e-06,-0.0195775145258139,0.0008837850670605,74.09412947260907
1457,hmi.sharp_cea_720s.1457.20120314_130000_TAI,861.1019831650034,5.967564809348073e+22,112936899556720.4,1.1207953166775906,1744446820455.0327,1.4170227655627162e+22,2.428590139967684e+21,429.7777908015276,0.0,50.27393111331308,52.78243915428283,41.456254906898856,49.34133957391667,31.019588679987585,-1.0779987656800907e-05,0.01138186491433,-0.000466778086798,46.69357461216214
1457,hmi.sharp_cea_720s.1457.20120313_000000_TAI,524.2634266635544,3.825867430972695e+22,73997789912243.92,8.481678415264467,2537967660895.2817,8.696669171497658e+21,2.938631239922304e+21,407.6797635458596,0.0,55.07907763722309,48.47413009419599,41.18431645843168,41.83727202143496,27.615172908392275,0.0001206703621566,-0.0691262179627735,0.0050499410259254,56.83516359107891
1461,hmi.sharp_cea_720s.1461.20120310_120000_TAI,473.731939670323,5.047903141796275e+22,10175840616911.09,203.61661566378783,6999049025583.15,5.068408012016597e+21,2.0726122540185928e+21,4254.539109146724,3.628182412168082,36.8852641386446,41.70771230478668,78.0928819572926,99.14624192717932,47.49470339718889,-0.0227912039023715,-0.6179934453853307,-0.0655135585514217,27.803895231699126
1461,hmi.sharp_cea_720s.1461.20120310_130000_TAI,423.7809848535367,4.493736152259278e+22,9775632722729.645,176.666427118098,6207102729302.998,4.871896467585177e+21,1.9861632406129248e+21,3640.762510969171,3.631887741356716,37.05879305694731,41.02835929668972,71.73737576478678,88.08827262056575,42.98907877507307,-0.0190106991410844,-0.5659208584996619,-0.0639385989786887,26.985151710781142
1461,hmi.sharp_cea_720s.1461.20120310_220000_TAI,257.373080600027,2.8190357942661397e+22,6105812254436.076,107.70414734574383,5160136646123.809,3.1593780459456886e+21,1.387068452299795e+21,3877.0722860010087,3.718815745038112,36.934787964528354,40.39965315676353,79.89915548174676,93.56821211629187,48.47359374458853,-0.0196755840967745,-0.1224531416789154,-0.0571903795864645,27.105022831050228
1461,hmi.sharp_cea_720s.1461.20120311_120000_TAI,395.0867547512293,3.880948284875896e+22,10747266858620.885,110.32818123742574,5485486490102.938,4.12256822391308e+21,2.059892261633851e+21,3527.6473340147627,3.7778792401944576,40.19979455784216,44.9452865700508,89.1654717131371,100.24620493673964,54.32040568837441,-0.0133182256443053,-0.2423940338741914,-0.0467834205604004,34.13809753742154
