model,parameters,training_time,accuracy,precision,recall,f1,tss,tn,fp,fn,tp
RF,rs=4|n_est=1000|depth=20,102.636605,0.8758286176232821,0.854314877822456,0.9029094475318732,0.8779402415766052,0.7522376625030824,2655,471,297,2762
RF,rs=4|n_est=1000|depth=None,107.276032,0.8766370250606306,0.85875,0.8983327884929716,0.8780955424189167,0.7537390584865736,2674,452,311,2748
RF,rs=8|n_est=50|depth=5,2.726877,0.85125303152789,0.8086580086580086,0.9159856162144492,0.858982219497241,0.703893485696215,2463,663,257,2802
RF,rs=8|n_est=50|depth=10,5.234672,0.8688763136620857,0.8290398126463701,0.9257927427263811,0.8747490347490348,0.7389725251959909,2542,584,227,2832
RF,rs=8|n_est=50|depth=20,7.742765,0.8730800323362975,0.8520123839009288,0.8996404053612291,0.8751788837653045,0.7467293369031357,2648,478,307,2752
RF,rs=8|n_est=50|depth=None,7.497324,0.8698464025869038,0.8557449494949495,0.8862373324615888,0.8707242652962903,0.7400441142914032,2669,457,348,2711
RF,rs=8|n_est=100|depth=5,5.525777,0.850767987065481,0.8083140877598153,0.9153318077803204,0.8585006898666258,0.7029197796293287,2462,664,259,2800
RF,rs=8|n_est=100|depth=10,10.29986,0.8675828617623282,0.8288314738696418,0.9228506047728016,0.8733178654292343,0.7363502848751688,2543,583,236,2823
RF,rs=8|n_est=100|depth=20,13.909841,0.8735650767987065,0.854562441606976,0.897025171624714,0.8752791068580542,0.7476329771269532,2659,467,315,2744
RF,rs=8|n_est=100|depth=None,14.538854,0.8725949878738885,0.8549546733354173,0.8940830336711344,0.8740811760945989,0.7456505320716462,2662,464,324,2735
RF,rs=8|n_est=1000|depth=5,49.650721,0.8509296685529507,0.8090830199595025,0.9143510951291272,0.8585021485573971,0.7032186575091656,2466,660,262,2797
RF,rs=8|n_est=1000|depth=10,81.542894,0.8680679062247373,0.8289821061894984,0.9238313174239948,0.8738404452690167,0.7373309975263621,2543,583,233,2826
RF,rs=8|n_est=1000|depth=20,103.671575,0.8764753435731609,0.8555934304307407,0.9025825433148088,0.8784600699968184,0.7535102464498056,2660,466,298,2761
RF,rs=8|n_est=1000|depth=None,107.084315,0.8750202101859337,0.8580827067669173,0.8953906505393919,0.8763397856342985,0.7504770229002364,2673,453,320,2739
RF,rs=16|n_est=50|depth=5,2.479743,0.8496362166531932,0.8079259473531964,0.9130434782608695,0.8572744014732965,0.7006314501098778,2462,664,266,2793
RF,rs=16|n_est=50|depth=10,6.598589,0.8670978172999192,0.8298437039221469,0.919908466819222,0.8725581395348837,0.7353275327181343,2549,577,245,2814
RF,rs=16|n_est=50|depth=20,8.169696,0.874858528698464,0.8551445446067765,0.8993135011441648,0.8766730401529637,0.7502412042791615,2660,466,308,2751
RF,rs=16|n_est=50|depth=None,6.305574,0.8724333063864188,0.8603174603174604,0.8859104282445244,0.8729263971654051,0.7451554698312166,2686,440,349,2710
RF,rs=16|n_est=100|depth=5,6.215941,0.8509296685529507,0.8101596516690857,0.9123896698267407,0.8582410824108241,0.7031766180033242,2472,654,268,2791
RF,rs=16|n_est=100|depth=10,10.520124,0.8669361358124494,0.8294048320565705,0.9202353710362864,0.8724624205795753,0.7350146416696837,2547,579,244,2815
RF,rs=16|n_est=100|depth=20,12.984435,0.8735650767987065,0.8532423208191127,0.8989865969271004,0.8755173511620503,0.7476750166327946,2653,473,309,2750
RF,rs=16|n_est=100|depth=None,14.891461,0.87178658043654,0.8587713742875237,0.8865642366786531,0.8724465176129966,0.7438898924688003,2680,446,347,2712
RF,rs=16|n_est=1000|depth=5,49.190269,0.8517380759902992,0.8102549246813442,0.9143510951291272,0.8591614191368453,0.7048181456729532,2471,655,262,2797
RF,rs=16|n_est=1000|depth=10,78.992652,0.8672594987873888,0.8291176470588235,0.9215429879045439,0.8728905403313206,0.7356824632724261,2545,581,240,2819
RF,rs=16|n_est=1000|depth=20,107.325699,0.8759902991107518,0.8547987616099071,0.9025825433148088,0.8780410240101765,0.7525505535515331,2657,469,298,2761
RF,rs=16|n_est=1000|depth=None,108.893297,0.8761519805982215,0.8595170899968643,0.8960444589735208,0.8774007682458387,0.7527303194981529,2678,448,318,2741
RF,rs=32|n_est=50|depth=5,2.755167,0.8499595796281326,0.8101892285298399,0.9097744360902256,0.857098860486603,0.7012011795323241,2474,652,276,2783
RF,rs=32|n_est=50|depth=10,5.648592,0.8677445432497979,0.832,0.9179470415168356,0.8728629157600248,0.7365650837433231,2559,567,251,2808
RF,rs=32|n_est=50|depth=20,7.708251,0.8740501212611156,0.8533787972721637,0.8999673095782935,0.8760540970564837,0.7486557292839877,2653,473,306,2753
RF,rs=32|n_est=50|depth=None,8.804956,0.8701697655618432,0.8578680203045685,0.883949002942138,0.8707132506842699,0.7406348634667701,2678,448,355,2704
RF,rs=32|n_est=100|depth=5,5.728884,0.8488278092158448,0.8081834010446894,0.9104282445243543,0.8562644119907763,0.6989759092716352,2465,661,274,2785
RF,rs=32|n_est=100|depth=10,10.969476,0.8679062247372675,0.8300942285041225,0.9215429879045439,0.873431448489543,0.7369620538034563,2549,577,240,2819
RF,rs=32|n_est=100|depth=20,14.012353,0.8751818916734034,0.8523882896764252,0.9042170644001307,0.8775380710659898,0.7509860983092798,2647,479,293,2766
RF,rs=32|n_est=100|depth=None,14.458784,0.872271624898949,0.8566488525620874,0.8908139915004903,0.8733974358974359,0.7449406709630624,2670,456,334,2725
RF,rs=32|n_est=1000|depth=5,51.96195,0.85125303152789,0.8095513748191028,0.9143510951291272,0.8587657353392693,0.7038584527746805,2468,658,262,2797
RF,rs=32|n_est=1000|depth=10,79.141362,0.8675828617623282,0.8296056503825779,0.9215429879045439,0.8731609106396159,0.7363222585379412,2547,579,240,2819
RF,rs=32|n_est=1000|depth=20,105.729898,0.8779304769603881,0.8559950556242274,0.9055246812683884,0.8800635424940428,0.7564523844033851,2660,466,289,2770
RF,rs=32|n_est=1000|depth=None,107.451525,0.8755052546483427,0.8579918673756647,0.8966982674076496,0.8769181585677749,0.7514647421357366,2672,454,316,2743
FCNN,rs=2|alpha=0|dropout=0.1,13.642352,0.8651576394502829,0.8257686676427526,0.9218698921216084,0.871177015755329,0.7315308006308854,2531,595,239,2820
FCNN,rs=2|alpha=0|dropout=0.3,10.418661,0.8617623282134196,0.825457767277023,0.9136972866949984,0.8673390224980605,0.7246377857353055,2535,591,264,2795
FCNN,rs=2|alpha=0|dropout=0.5,10.440158,0.8573969280517381,0.8191146291410144,0.913370382477934,0.863678516228748,0.7159935430665456,2509,617,265,2794
FCNN,rs=2|alpha=0|dropout=0.7,17.816548,0.8549717057396928,0.8126084441873915,0.9186008499509644,0.8623599815866196,0.711307183924093,2478,648,249,2810
FCNN,rs=2|alpha=0.01|dropout=0.1,11.316994,0.8648342764753436,0.8307051472775959,0.9127165740438051,0.8697819314641745,0.7306948210047777,2557,569,267,2792
FCNN,rs=2|alpha=0.01|dropout=0.3,10.597591,0.8628940986257073,0.8269742679680568,0.9140241909120628,0.8683229813664596,0.726884075748915,2541,585,263,2796
FCNN,rs=2|alpha=0.01|dropout=0.5,10.236718,0.8586903799514956,0.8199121522693997,0.9153318077803204,0.8649984553599012,0.7185947636344471,2511,615,259,2800
FCNN,rs=2|alpha=0.01|dropout=0.7,16.421457,0.8552950687146321,0.813441483198146,0.9179470415168356,0.8625403163876517,0.7119329660209943,2482,644,251,2808
FCNN,rs=2|alpha=0.1|dropout=0.1,12.276058,0.8641875505254648,0.8326836581709145,0.9078130107878392,0.8686268376603066,0.7293101317091444,2568,558,282,2777
FCNN,rs=2|alpha=0.1|dropout=0.3,15.476139,0.8612772837510105,0.8230114470208394,0.916639424648578,0.8673059078255491,0.7237411520957948,2523,603,255,2804
FCNN,rs=2|alpha=0.1|dropout=0.5,10.71347,0.8549717057396928,0.8171948356807511,0.9104282445243543,0.8612958094943559,0.7111320193164209,2503,623,274,2785
FCNN,rs=2|alpha=0.1|dropout=0.7,17.839808,0.8518997574777688,0.8128467153284672,0.91010134030729,0.8587291795188156,0.7050469577097211,2485,641,275,2784
FCNN,rs=4|alpha=0|dropout=0.1,11.269714,0.8685529506871463,0.8394800483675937,0.9078130107878392,0.8723103502434427,0.7379473677935973,2595,531,282,2777
FCNN,rs=4|alpha=0|dropout=0.3,11.93449,0.8649959579628133,0.8337334933973589,0.9081399150049035,0.8693475199499295,0.7309166264572388,2572,554,281,2778
FCNN,rs=4|alpha=0|dropout=0.5,11.751537,0.856911883589329,0.8185814771395076,0.9130434782608695,0.8632359758924432,0.7150268435839662,2507,619,266,2793
FCNN,rs=4|alpha=0|dropout=0.7,11.685166,0.8540016168148747,0.8108419838523645,0.9192546583850931,0.8616516010418263,0.7094018112961615,2470,656,247,2812
FCNN,rs=4|alpha=0.01|dropout=0.1,11.194273,0.8654810024252223,0.8358974358974359,0.9058515854854527,0.8694697207405083,0.7318272732653632,2582,544,288,2771
FCNN,rs=4|alpha=0.01|dropout=0.3,10.082657,0.8612772837510105,0.8207519673564558,0.9205622752533508,0.8677966101694915,0.7238252311074774,2511,615,243,2816
FCNN,rs=4|alpha=0.01|dropout=0.5,11.657857,0.8572352465642684,0.8190615835777126,0.9130434782608695,0.8635028597928582,0.7156666388494811,2509,617,266,2793
FCNN,rs=4|alpha=0.01|dropout=0.7,11.319034,0.8525464834276475,0.8087431693989071,0.9192546583850931,0.8604651162790697,0.7065227326013439,2461,665,247,2812
FCNN,rs=4|alpha=0.1|dropout=0.1,16.821138,0.8666127728375101,0.8366485834840265,0.9074861065707748,0.8706288223302493,0.7341015896162002,2584,542,283,2776
FCNN,rs=4|alpha=0.1|dropout=0.3,12.15129,0.8609539207760711,0.8253921278484759,0.911735861392612,0.8664181422802113,0.7229962580656766,2536,590,270,2789
FCNN,rs=4|alpha=0.1|dropout=0.5,10.989511,0.8536782538399353,0.8160211267605634,0.9091206276560968,0.8600587598577393,0.7085448119171333,2499,627,278,2781
FCNN,rs=4|alpha=0.1|dropout=0.7,10.569052,0.8501212611156023,0.8093441671503192,0.911735861392612,0.8574942352036895,0.7015631166709229,2469,657,270,2789
FCNN,rs=8|alpha=0|dropout=0.1,7.749817,0.8659660468876313,0.8326372315035799,0.9123896698267407,0.8706909998440181,0.7329270978497734,2565,561,268,2791
FCNN,rs=8|alpha=0|dropout=0.3,9.542802,0.8628940986257073,0.8281389136242209,0.9120627656096764,0.8680771624144369,0.7268420362430736,2547,579,269,2790
FCNN,rs=8|alpha=0|dropout=0.5,7.503718,0.85642683912692,0.8123741007194245,0.9228506047728016,0.8640955004591369,0.7142773482149001,2474,652,236,2823
FCNN,rs=8|alpha=0|dropout=0.7,14.790546,0.8570735650767987,0.8171478565179353,0.9159856162144492,0.8637484586929717,0.7154098004754856,2499,627,257,2802
FCNN,rs=8|alpha=0.01|dropout=0.1,7.357564,0.8635408245755861,0.8310911808669657,0.9087937234390323,0.868207370393504,0.7280515609310348,2561,565,279,2780
FCNN,rs=8|alpha=0.01|dropout=0.3,9.608526,0.8624090541632983,0.8272080616478956,0.9123896698267407,0.8677133530234727,0.725889349929108,2543,583,268,2791
FCNN,rs=8|alpha=0.01|dropout=0.5,8.147845,0.8556184316895715,0.8113858539390454,0.9225237005557372,0.8633929937280098,0.7126708534668056,2470,656,237,2822
FCNN,rs=8|alpha=0.01|dropout=0.7,11.865134,0.8536782538399353,0.8094827586206896,0.9208891794704152,0.8615996329714024,0.708797048952181,2463,663,242,2817
FCNN,rs=8|alpha=0.1|dropout=0.1,8.042612,0.8632174616006467,0.8270765592669228,0.9146779993461915,0.8686743247438684,0.7275378841830438,2541,585,261,2798
FCNN,rs=8|alpha=0.1|dropout=0.3,11.473485,0.8580436540016169,0.8254252461951657,0.9042170644001307,0.8630265210608424,0.717076949236983,2541,585,293,2766
FCNN,rs=8|alpha=0.1|dropout=0.5,17.370893,0.8582053354890865,0.8231635071090048,0.9084668192219679,0.8637140637140637,0.71748793246573,2529,597,280,2779
FCNN,rs=8|alpha=0.1|dropout=0.7,15.750665,0.8502829426030719,0.8099389712292938,0.9110820529584832,0.8575384615384616,0.7018690011350667,2472,654,272,2787
FCNN,rs=16|alpha=0|dropout=0.1,9.122572,0.8645109135004042,0.8227259517582098,0.9254658385093167,0.8710769230769231,0.730328282527231,2516,610,228,2831
FCNN,rs=16|alpha=0|dropout=0.3,11.217274,0.8643492320129346,0.8325344517675255,0.9084668192219679,0.8688447709863999,0.7296440425105156,2567,559,280,2779
FCNN,rs=16|alpha=0|dropout=0.5,15.725563,0.8622473726758286,0.8277398277398278,0.9110820529584832,0.8674136321195145,0.7255414259591231,2546,580,272,2787
FCNN,rs=16|alpha=0|dropout=0.7,16.092944,0.856911883589329,0.8172796263864565,0.9153318077803204,0.8635312259059368,0.7150758896741144,2500,626,259,2800
FCNN,rs=16|alpha=0.01|dropout=0.1,8.038972,0.8638641875505255,0.8210251954821894,0.9267734553775744,0.8707002457002457,0.7290767183334286,2508,618,224,2835
FCNN,rs=16|alpha=0.01|dropout=0.3,15.844157,0.8643492320129346,0.8299643281807372,0.9127165740438051,0.869375681145882,0.7297351281065051,2554,572,267,2792
FCNN,rs=16|alpha=0.01|dropout=0.5,12.650386,0.8586903799514956,0.8191644756061934,0.916639424648578,0.8651650725084851,0.7186227899716746,2507,619,255,2804
FCNN,rs=16|alpha=0.01|dropout=0.7,16.359631,0.8562651576394503,0.8150406504065041,0.9176201372997712,0.8632938643702907,0.7138453452332325,2489,637,252,2807
FCNN,rs=16|alpha=0.1|dropout=0.1,7.902089,0.8627324171382377,0.821969696969697,0.9221967963386728,0.8692035125558466,0.7267393427238296,2515,611,238,2821
FCNN,rs=16|alpha=0.1|dropout=0.3,11.038824,0.8611156022635408,0.8269916765755053,0.9094475318731612,0.8662618713996575,0.7232671096082859,2544,582,277,2782
FCNN,rs=16|alpha=0.1|dropout=0.5,15.819942,0.8578819725141471,0.8242117787031529,0.9058515854854527,0.8631054352904532,0.7167920845257598,2535,591,288,2771
FCNN,rs=16|alpha=0.1|dropout=0.7,15.559032,0.8494745351657236,0.8073367995378394,0.9136972866949984,0.8572304861217604,0.7003255656457341,2459,667,264,2795
FCNN,rs=32|alpha=0|dropout=0.1,10.145921,0.8654810024252223,0.8324873096446701,0.9114089571755476,0.8701622971285893,0.7319463851985802,2565,561,271,2788
FCNN,rs=32|alpha=0|dropout=0.3,9.26854,0.8604688763136621,0.8279569892473119,0.9061784897025171,0.8653035742157016,0.721917453234187,2550,576,287,2772
FCNN,rs=32|alpha=0|dropout=0.5,16.447593,0.8586903799514956,0.8216073005593171,0.9123896698267407,0.8646220570012392,0.7185317043756851,2520,606,268,2791
FCNN,rs=32|alpha=0|dropout=0.7,16.807729,0.8567502021018594,0.8161187081757346,0.9169663288656423,0.8636083743842364,0.7147910249628913,2494,632,254,2805
FCNN,rs=32|alpha=0.01|dropout=0.1,11.349797,0.8672594987873888,0.8340298507462687,0.913370382477934,0.8718988921828679,0.7355072986647542,2570,556,265,2794
FCNN,rs=32|alpha=0.01|dropout=0.3,10.31204,0.8603071948261924,0.8269288054810843,0.9074861065707748,0.8653366583541147,0.721625581938657,2545,581,283,2776
FCNN,rs=32|alpha=0.01|dropout=0.5,10.967235,0.8583670169765562,0.8211238599588114,0.9123896698267407,0.8643542892536389,0.7178919091101701,2518,608,268,2791
FCNN,rs=32|alpha=0.01|dropout=0.7,16.46322,0.8562651576394503,0.8157741559953434,0.9163125204315136,0.863125481139338,0.7138173188960049,2493,633,256,2803
FCNN,rs=32|alpha=0.1|dropout=0.1,11.259349,0.8640258690379952,0.8304529201430274,0.9110820529584832,0.8689010132501949,0.7290602999194558,2557,569,272,2787
FCNN,rs=32|alpha=0.1|dropout=0.3,14.482562,0.8619240097008892,0.8288100208768268,0.9084668192219679,0.8668122270742358,0.7248455780191528,2552,574,280,2779
FCNN,rs=32|alpha=0.1|dropout=0.5,11.254996,0.8552950687146321,0.8197399527186762,0.906832298136646,0.8610895545553313,0.7116947421545603,2516,610,285,2774
FCNN,rs=32|alpha=0.1|dropout=0.7,18.008668,0.85125303152789,0.8122627737226278,0.9094475318731612,0.8581122763726095,0.7037533540100773,2483,643,277,2782
SVM,rs=2|kernel=rbf|C=0.1,91.537981,0.8397736459175424,0.7907761529808774,0.9192546583850931,0.8501889644746787,0.6812508196135001,2382,744,247,2812
SVM,rs=2|kernel=rbf|C=1,100.074992,0.8485044462409054,0.8050603795284647,0.9153318077803204,0.8566620774055377,0.6984412127707235,2448,678,259,2800
SVM,rs=2|kernel=rbf|C=100,169.790076,0.8572352465642684,0.8355953115360888,0.88558352402746,0.8598635137279796,0.7150780857677032,2593,533,350,2709
SVM,rs=2|kernel=rbf|C=1000,420.543651,0.83589329021827,0.8375165125495376,0.8290290944753187,0.833251191062921,0.67163945915862,2634,492,523,2536
SVM,rs=2|kernel=poly|C=0.1,56.022221,0.8248989490703315,0.7637479978643886,0.9352729650212488,0.840852314474651,0.6521635600308457,2241,885,198,2861
SVM,rs=2|kernel=poly|C=1,90.669407,0.83589329021827,0.7804610318331504,0.9297155933311539,0.8485752648068029,0.6737974871251399,2326,800,215,2844
SVM,rs=2|kernel=poly|C=100,243.453495,0.8468876313662086,0.803972366148532,0.9130434782608695,0.8550436246747283,0.695193190353,2445,681,266,2793
SVM,rs=2|kernel=poly|C=1000,1182.558268,0.8497978981406629,0.8136042402826855,0.9032363517489376,0.8560805577072037,0.7007411502134289,2493,633,296,2763
SVM,rs=2|kernel=sigmoid|C=0.1,134.390566,0.757962813257882,0.7391304347826086,0.7891467799934619,0.7633201581027668,0.5165939968840569,2274,852,645,2414
SVM,rs=2|kernel=sigmoid|C=1,124.723267,0.7545675020210186,0.7348369399573301,0.7881660673422687,0.7605678233438485,0.5098551268432283,2256,870,648,2411
SVM,rs=2|kernel=sigmoid|C=100,113.275045,0.7544058205335489,0.7347560975609756,0.7878391631252043,0.7603722984697902,0.5095282226261639,2256,870,649,2410
SVM,rs=2|kernel=sigmoid|C=1000,115.654033,0.7544058205335489,0.7347560975609756,0.7878391631252043,0.7603722984697902,0.5095282226261639,2256,870,649,2410
SVM,rs=4|kernel=rbf|C=0.1,118.785,0.8397736459175424,0.7907761529808774,0.9192546583850931,0.8501889644746787,0.6812508196135001,2382,744,247,2812
SVM,rs=4|kernel=rbf|C=1,118.997853,0.8485044462409054,0.8050603795284647,0.9153318077803204,0.8566620774055377,0.6984412127707235,2448,678,259,2800
SVM,rs=4|kernel=rbf|C=100,198.551976,0.8572352465642684,0.8355953115360888,0.88558352402746,0.8598635137279796,0.7150780857677032,2593,533,350,2709
SVM,rs=4|kernel=rbf|C=1000,443.040706,0.83589329021827,0.8375165125495376,0.8290290944753187,0.833251191062921,0.67163945915862,2634,492,523,2536
SVM,rs=4|kernel=poly|C=0.1,73.313041,0.8248989490703315,0.7637479978643886,0.9352729650212488,0.840852314474651,0.6521635600308457,2241,885,198,2861
SVM,rs=4|kernel=poly|C=1,103.343454,0.83589329021827,0.7804610318331504,0.9297155933311539,0.8485752648068029,0.6737974871251399,2326,800,215,2844
SVM,rs=4|kernel=poly|C=100,252.212207,0.8468876313662086,0.803972366148532,0.9130434782608695,0.8550436246747283,0.695193190353,2445,681,266,2793
SVM,rs=4|kernel=poly|C=1000,1200.842147,0.8497978981406629,0.8136042402826855,0.9032363517489376,0.8560805577072037,0.7007411502134289,2493,633,296,2763
SVM,rs=4|kernel=sigmoid|C=0.1,128.55553,0.757962813257882,0.7391304347826086,0.7891467799934619,0.7633201581027668,0.5165939968840569,2274,852,645,2414
SVM,rs=4|kernel=sigmoid|C=1,104.578546,0.7545675020210186,0.7348369399573301,0.7881660673422687,0.7605678233438485,0.5098551268432283,2256,870,648,2411
SVM,rs=4|kernel=sigmoid|C=100,117.936032,0.7544058205335489,0.7347560975609756,0.7878391631252043,0.7603722984697902,0.5095282226261639,2256,870,649,2410
SVM,rs=4|kernel=sigmoid|C=1000,117.557278,0.7544058205335489,0.7347560975609756,0.7878391631252043,0.7603722984697902,0.5095282226261639,2256,870,649,2410
SVM,rs=8|kernel=rbf|C=0.1,123.230549,0.8397736459175424,0.7907761529808774,0.9192546583850931,0.8501889644746787,0.6812508196135001,2382,744,247,2812
SVM,rs=8|kernel=rbf|C=1,103.113772,0.8485044462409054,0.8050603795284647,0.9153318077803204,0.8566620774055377,0.6984412127707235,2448,678,259,2800
SVM,rs=8|kernel=rbf|C=100,170.104361,0.8572352465642684,0.8355953115360888,0.88558352402746,0.8598635137279796,0.7150780857677032,2593,533,350,2709
SVM,rs=8|kernel=rbf|C=1000,462.315003,0.83589329021827,0.8375165125495376,0.8290290944753187,0.833251191062921,0.67163945915862,2634,492,523,2536
SVM,rs=8|kernel=poly|C=0.1,52.95176,0.8248989490703315,0.7637479978643886,0.9352729650212488,0.840852314474651,0.6521635600308457,2241,885,198,2861
SVM,rs=8|kernel=poly|C=1,65.561622,0.83589329021827,0.7804610318331504,0.9297155933311539,0.8485752648068029,0.6737974871251399,2326,800,215,2844
SVM,rs=8|kernel=poly|C=100,234.431319,0.8468876313662086,0.803972366148532,0.9130434782608695,0.8550436246747283,0.695193190353,2445,681,266,2793
SVM,rs=8|kernel=poly|C=1000,1138.652247,0.8497978981406629,0.8136042402826855,0.9032363517489376,0.8560805577072037,0.7007411502134289,2493,633,296,2763
SVM,rs=8|kernel=sigmoid|C=0.1,135.020648,0.757962813257882,0.7391304347826086,0.7891467799934619,0.7633201581027668,0.5165939968840569,2274,852,645,2414
SVM,rs=8|kernel=sigmoid|C=1,113.218205,0.7545675020210186,0.7348369399573301,0.7881660673422687,0.7605678233438485,0.5098551268432283,2256,870,648,2411
SVM,rs=8|kernel=sigmoid|C=100,119.957044,0.7544058205335489,0.7347560975609756,0.7878391631252043,0.7603722984697902,0.5095282226261639,2256,870,649,2410
SVM,rs=8|kernel=sigmoid|C=1000,99.352398,0.7544058205335489,0.7347560975609756,0.7878391631252043,0.7603722984697902,0.5095282226261639,2256,870,649,2410
SVM,rs=16|kernel=rbf|C=0.1,134.775906,0.8397736459175424,0.7907761529808774,0.9192546583850931,0.8501889644746787,0.6812508196135001,2382,744,247,2812
SVM,rs=16|kernel=rbf|C=1,127.252854,0.8485044462409054,0.8050603795284647,0.9153318077803204,0.8566620774055377,0.6984412127707235,2448,678,259,2800
SVM,rs=16|kernel=rbf|C=100,169.694518,0.8572352465642684,0.8355953115360888,0.88558352402746,0.8598635137279796,0.7150780857677032,2593,533,350,2709
SVM,rs=16|kernel=rbf|C=1000,459.768112,0.83589329021827,0.8375165125495376,0.8290290944753187,0.833251191062921,0.67163945915862,2634,492,523,2536
SVM,rs=16|kernel=poly|C=0.1,75.21736,0.8248989490703315,0.7637479978643886,0.9352729650212488,0.840852314474651,0.6521635600308457,2241,885,198,2861
SVM,rs=16|kernel=poly|C=1,110.66975,0.83589329021827,0.7804610318331504,0.9297155933311539,0.8485752648068029,0.6737974871251399,2326,800,215,2844
SVM,rs=16|kernel=poly|C=100,253.671216,0.8468876313662086,0.803972366148532,0.9130434782608695,0.8550436246747283,0.695193190353,2445,681,266,2793
SVM,rs=16|kernel=poly|C=1000,1117.501459,0.8497978981406629,0.8136042402826855,0.9032363517489376,0.8560805577072037,0.7007411502134289,2493,633,296,2763
SVM,rs=16|kernel=sigmoid|C=0.1,127.148412,0.757962813257882,0.7391304347826086,0.7891467799934619,0.7633201581027668,0.5165939968840569,2274,852,645,2414
SVM,rs=16|kernel=sigmoid|C=1,119.04576,0.7545675020210186,0.7348369399573301,0.7881660673422687,0.7605678233438485,0.5098551268432283,2256,870,648,2411
SVM,rs=16|kernel=sigmoid|C=100,132.031323,0.7544058205335489,0.7347560975609756,0.7878391631252043,0.7603722984697902,0.5095282226261639,2256,870,649,2410
SVM,rs=16|kernel=sigmoid|C=1000,109.722613,0.7544058205335489,0.7347560975609756,0.7878391631252043,0.7603722984697902,0.5095282226261639,2256,870,649,2410
SVM,rs=32|kernel=rbf|C=0.1,111.874962,0.8397736459175424,0.7907761529808774,0.9192546583850931,0.8501889644746787,0.6812508196135001,2382,744,247,2812
SVM,rs=32|kernel=rbf|C=1,107.050664,0.8485044462409054,0.8050603795284647,0.9153318077803204,0.8566620774055377,0.6984412127707235,2448,678,259,2800
