model,parameters,training_time,accuracy,precision,recall,f1,tss,tn,fp,fn,tp
RF,rs=2|n_est=50|depth=5,1.434504,0.8519281719163968,0.848943661971831,0.9702213279678068,0.9055399061032864,0.49982659112570155,483,429,74,2411
RF,rs=2|n_est=50|depth=10,2.78602,0.858698851928172,0.8586762075134168,0.96579476861167,0.9090909090909091,0.5326807335239507,517,395,85,2400
RF,rs=2|n_est=50|depth=20,3.604916,0.8642920223726818,0.8696128560993426,0.958148893360161,0.9117365498755504,0.5667015249391083,555,357,104,2381
RF,rs=2|n_est=50|depth=None,3.495271,0.8634088901972329,0.8727406860936924,0.952112676056338,0.9107005388760585,0.5738232023721275,567,345,119,2366
RF,rs=2|n_est=100|depth=5,3.407555,0.8513394171327642,0.8476123595505618,0.9714285714285714,0.9053065816613538,0.4955513784461153,478,434,71,2414
RF,rs=2|n_est=100|depth=10,4.782519,0.8569325875772741,0.8565822333214413,0.9661971830985916,0.9080937972768532,0.5254077094143811,510,402,84,2401
RF,rs=2|n_est=100|depth=20,7.377163,0.8657639093317633,0.8693119767018566,0.9609657947686117,0.9128440366972477,0.5673254438914187,553,359,97,2388
RF,rs=2|n_est=100|depth=None,8.402999,0.8631145128054165,0.8696925329428989,0.9561368209255533,0.9108683151236343,0.5657859437325709,556,356,109,2376
RF,rs=2|n_est=1000|depth=5,24.963925,0.8513394171327642,0.8476123595505618,0.9714285714285714,0.9053065816613538,0.4955513784461153,478,434,71,2414
RF,rs=2|n_est=1000|depth=10,42.584082,0.8601707388872535,0.8581610833927299,0.9690140845070423,0.9102249102249103,0.5326105757351125,514,398,77,2408
RF,rs=2|n_est=1000|depth=20,57.638768,0.865469531939947,0.8692643845593591,0.9605633802816902,0.9126362072261518,0.5669230294044972,553,359,98,2387
RF,rs=2|n_est=1000|depth=None,65.404686,0.8639976449808655,0.8692953632712669,0.958148893360161,0.9115620214395099,0.5656050337110381,554,358,104,2381
RF,rs=4|n_est=50|depth=5,1.662246,0.8519281719163968,0.8474754558204769,0.972635814889336,0.9057522952969833,0.4956621306788097,477,435,68,2417
RF,rs=4|n_est=50|depth=10,2.40786,0.858698851928172,0.8579078900392717,0.9670020120724346,0.9091940976163451,0.5305985033005047,514,398,82,2403
RF,rs=4|n_est=50|depth=20,3.270074,0.8604651162790697,0.8684499816782705,0.9537223340040242,0.9090909090909091,0.5600819831268312,553,359,115,2370
RF,rs=4|n_est=50|depth=None,3.806166,0.8642920223726818,0.8701536210680322,0.9573440643863179,0.9116689020885227,0.5680896784214056,557,355,106,2379
RF,rs=4|n_est=100|depth=5,2.581186,0.8516337945245805,0.8471784086926043,0.972635814889336,0.9055826152116898,0.49456563945073956,476,436,68,2417
RF,rs=4|n_est=100|depth=10,5.601335,0.858698851928172,0.8576525151623261,0.9674044265593561,0.9092284417549168,0.5299044265593561,513,399,81,2404
RF,rs=4|n_est=100|depth=20,8.32218,0.8642920223726818,0.8696128560993426,0.958148893360161,0.9117365498755504,0.5667015249391083,555,357,104,2381
RF,rs=4|n_est=100|depth=None,7.502901,0.8639976449808655,0.8687568355814801,0.958953722334004,0.9116296863045141,0.5642168802287408,552,360,102,2383
RF,rs=4|n_est=1000|depth=5,24.78796,0.8519281719163968,0.847719298245614,0.9722334004024145,0.9057169634489222,0.49635620741995834,478,434,69,2416
RF,rs=4|n_est=1000|depth=10,41.783145,0.8601707388872535,0.858416547788873,0.9686116700201207,0.9101909623747401,0.533304652476261,515,397,78,2407
RF,rs=4|n_est=1000|depth=20,59.75178,0.8669414188990285,0.8703096539162113,0.9613682092555332,0.9135755258126195,0.5710173320625508,556,356,96,2389
RF,rs=4|n_est=1000|depth=None,65.639965,0.8666470415072123,0.8699927166788055,0.9613682092555332,0.9134008793729689,0.5699208408344806,555,357,96,2389
RF,rs=8|n_est=50|depth=5,1.358229,0.8522225493082132,0.8485061511423551,0.9714285714285714,0.9058161350844278,0.4988408521303258,481,431,71,2414
RF,rs=8|n_est=50|depth=10,2.34324,0.8607594936708861,0.859542530378842,0.9678068410462777,0.910467537384062,0.5368857884146987,519,393,80,2405
RF,rs=8|n_est=50|depth=20,4.511223,0.8639976449808655,0.8703771512266569,0.9565392354124749,0.9114263803680982,0.5683813406756328,558,354,108,2377
RF,rs=8|n_est=50|depth=None,3.75776,0.8625257580217839,0.8712288447387785,0.9529175050301811,0.9102440899481069,0.5691455752056197,562,350,117,2368
RF,rs=8|n_est=100|depth=5,2.718769,0.8510450397409479,0.8478031634446397,0.9706237424547284,0.9050656660412758,0.4958430407003424,479,433,73,2412
RF,rs=8|n_est=100|depth=10,4.588383,0.8595819841036209,0.8578047042052744,0.9686116700201207,0.9098469098469099,0.5311116700201207,513,399,78,2407
RF,rs=8|n_est=100|depth=20,7.371029,0.8645863997644981,0.8707433174661297,0.9569416498993963,0.9118098159509203,0.5698802463906244,559,353,107,2378
RF,rs=8|n_est=100|depth=None,7.32696,0.8645863997644981,0.8718325376423063,0.9553319919517103,0.9116743471582182,0.572656553355219,563,349,111,2374
RF,rs=8|n_est=1000|depth=5,28.565069,0.8507506623491315,0.8467741935483871,0.971830985915493,0.9050028105677347,0.4926643192488263,475,437,70,2415
RF,rs=8|n_est=1000|depth=10,47.617218,0.8601707388872535,0.858416547788873,0.9686116700201207,0.9101909623747401,0.533304652476261,515,397,78,2407
