model,parameters,training_time,accuracy,precision,recall,f1,tss,tn,fp,fn,tp
RF,rs=32|n_est=100|depth=20,7.576819,0.8713570797762732,0.8773028739867355,0.958148893360161,0.9159453741104059,0.5930173144127926,579,333,104,2381
RF,rs=32|n_est=100|depth=None,7.661354,0.8681189284662938,0.8793296089385475,0.9501006036217304,0.9133462282398452,0.5948374457269936,588,324,124,2361
RF,rs=32|n_est=1000|depth=5,27.369341,0.8498675301736827,0.8454004896817069,0.972635814889336,0.9045658682634731,0.4879866920823185,470,442,68,2417
RF,rs=32|n_est=1000|depth=10,45.960077,0.8675301736826612,0.863522686673812,0.972635814889336,0.9148372445117335,0.553776165766529,530,382,68,2417
RF,rs=32|n_est=1000|depth=20,66.806513,0.8698851928171917,0.8770764119601329,0.9561368209255533,0.9149018097805159,0.5910052419781848,579,333,109,2376
RF,rs=32|n_est=1000|depth=None,66.157279,0.8713570797762732,0.8798219584569733,0.9545271629778672,0.9156533487743679,0.5992640050831304,588,324,113,2372
FCNN,rs=2|alpha=0|dropout=0.1,4.719849,0.8601707388872535,0.8657205240174672,0.9573440643863179,0.9092298872539653,0.5527388012284231,543,369,106,2379
FCNN,rs=2|alpha=0|dropout=0.3,10.244183,0.8548719458345599,0.8629737609329446,0.9529175050301811,0.9057181105373876,0.5406368032757951,536,376,117,2368
FCNN,rs=2|alpha=0|dropout=0.5,8.924258,0.8589932293199882,0.8579586009992862,0.9674044265593561,0.909400416114999,0.5310009177874262,514,398,81,2404
FCNN,rs=2|alpha=0|dropout=0.7,8.8002,0.8545775684427436,0.8541444325862683,0.9661971830985916,0.9067220543806647,0.5166357795898197,502,410,84,2401
FCNN,rs=2|alpha=0.01|dropout=0.1,4.430697,0.8589932293199882,0.8647272727272727,0.9569416498993963,0.9085004775549188,0.549046913057291,540,372,107,2378
FCNN,rs=2|alpha=0.01|dropout=0.3,5.882245,0.8575213423609067,0.8561765752936988,0.9678068410462777,0.9085757461276918,0.5248243849059269,508,404,80,2405
FCNN,rs=2|alpha=0.01|dropout=0.5,7.422937,0.8569325875772741,0.8583721764073144,0.9633802816901409,0.9078498293515358,0.5302662466024216,517,395,91,2394
FCNN,rs=2|alpha=0.01|dropout=0.7,10.151436,0.853988813659111,0.8537886872998933,0.96579476861167,0.9063444108761329,0.5151368738748279,501,411,85,2400
FCNN,rs=2|alpha=0.1|dropout=0.1,8.879776,0.858698851928172,0.8599640933572711,0.9637826961770624,0.9089184060721063,0.536151117229694,522,390,90,2395
FCNN,rs=2|alpha=0.1|dropout=0.3,8.952849,0.8598763614954371,0.8617212819589485,0.9629778672032193,0.9095400988217408,0.541925235624272,528,384,92,2393
FCNN,rs=2|alpha=0.1|dropout=0.5,7.290884,0.8569325875772741,0.8558205767176932,0.9674044265593561,0.9081979599546657,0.523325479190935,507,405,81,2404
FCNN,rs=2|alpha=0.1|dropout=0.7,13.073969,0.8542831910509273,0.8538406827880513,0.9661971830985916,0.9065508778553898,0.5155392883617496,501,411,84,2401
FCNN,rs=4|alpha=0|dropout=0.1,6.112746,0.8592876067118045,0.8693411851306588,0.9505030181086519,0.9081122645136486,0.5612486321437395,557,355,123,2362
FCNN,rs=4|alpha=0|dropout=0.3,6.29675,0.8598763614954371,0.8635541078537822,0.9601609657947686,0.9092987804878049,0.5467837728123125,535,377,99,2386
FCNN,rs=4|alpha=0|dropout=0.5,8.419329,0.8572269649690903,0.8604902667627974,0.9605633802816902,0.9077771439437156,0.5362212750185322,525,387,98,2387
FCNN,rs=4|alpha=0|dropout=0.7,12.869461,0.8542831910509273,0.8553571428571428,0.9637826961770624,0.9063386944181646,0.5197037488086413,507,405,90,2395
FCNN,rs=4|alpha=0.01|dropout=0.1,6.090102,0.8589932293199882,0.8690213392200147,0.9505030181086519,0.9079377282337113,0.5601521409156694,556,356,123,2362
FCNN,rs=4|alpha=0.01|dropout=0.3,6.254226,0.8595819841036209,0.863768115942029,0.9593561368209256,0.9090562440419447,0.5470754350665397,536,376,101,2384
FCNN,rs=4|alpha=0.01|dropout=0.5,10.554168,0.8589932293199882,0.8615717375630858,0.9617706237424547,0.908918045255752,0.5407179921635074,528,384,95,2390
FCNN,rs=4|alpha=0.01|dropout=0.7,11.929709,0.853988813659111,0.8542928393302458,0.964989939637827,0.9062736205593348,0.5165250273571252,503,409,87,2398
FCNN,rs=4|alpha=0.1|dropout=0.1,4.904855,0.8595819841036209,0.8658892128279884,0.9561368209255533,0.9087779690189329,0.5526280489957287,544,368,109,2376
FCNN,rs=4|alpha=0.1|dropout=0.3,5.195004,0.8598763614954371,0.8630285507770148,0.9609657947686117,0.9093678598629094,0.5453956193300151,533,379,97,2388
FCNN,rs=4|alpha=0.1|dropout=0.5,9.102469,0.8575213423609067,0.8613217768147345,0.959758551307847,0.9078797106966121,0.5387059197288997,528,384,100,2385
FCNN,rs=4|alpha=0.1|dropout=0.7,11.583231,0.8522225493082132,0.8527214514407684,0.9645875251509054,0.9052114803625377,0.5106401567298527,498,414,88,2397
FCNN,rs=8|alpha=0|dropout=0.1,5.410947,0.8566382101854577,0.8664710198092443,0.9505030181086519,0.9065438495490309,0.551380211091108,548,364,123,2362
FCNN,rs=8|alpha=0|dropout=0.3,6.273619,0.8595819841036209,0.8603732950466619,0.9645875251509054,0.9095048377916903,0.5380524374316071,523,389,88,2397
FCNN,rs=8|alpha=0|dropout=0.5,8.820544,0.857815719752723,0.8577555396711937,0.96579476861167,0.9085746734809768,0.5293912598397401,514,398,85,2400
FCNN,rs=8|alpha=0|dropout=0.7,11.201204,0.8563438327936415,0.8549591183789549,0.9678068410462777,0.9078897697244243,0.520438419993646,504,408,80,2405
FCNN,rs=8|alpha=0.01|dropout=0.1,4.840976,0.8575213423609067,0.8660812294182217,0.9525150905432596,0.907244154848601,0.5511993010695753,546,366,118,2367
FCNN,rs=8|alpha=0.01|dropout=0.3,5.909636,0.8598763614954371,0.8604233943308217,0.964989939637827,0.909711684370258,0.5384548519185287,523,389,87,2398
FCNN,rs=8|alpha=0.01|dropout=0.5,9.383817,0.8581100971445393,0.8580622095101895,0.96579476861167,0.9087466868610374,0.5304877510678103,515,397,85,2400
