file_name,HARPNUM,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,USFLUXL,MEANPOT,R_VALUE,MEANSHR,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZH,MEANJZD,MEANALP,SHRGT45
hmi.sharp_cea_720s.1.20100502_060000_TAI,1,10.282420942889146,1.936256749158547e+21,667353622841.2528,4.249747800908621,528879084365.3099,2.01614860813198e+20,1.3198465870939264e+20,1625.390956837029,2.04220799596932,49.97938765613668,55.00468224749665,47.55230893922226,60.14264016390703,29.52455969767096,-0.0047377344491734,-1.10318706039448,-0.0889765181174509,53.40022296544036
hmi.sharp_cea_720s.1.20100511_050000_TAI,1,0.3528340892023959,2.8924885946291687e+19,48333841812.15,0.1069558390700919,96733112961.23952,8.025228192438218e+18,8.322856295913101e+17,315.6529576817763,0.0,44.07930526707488,58.06021516642223,37.85047193341616,56.00635416264217,26.519545880517644,-0.0015500846242042,0.4433766624173982,-0.1237176974185695,40.57971014492754
hmi.sharp_cea_720s.10.20100503_080000_TAI,10,1.2127560195434437,4.503294394131386e+20,153078144864.05634,0.5220682583373244,151495104319.20004,2.0887620941120733e+19,1.3872490054536722e+19,1738.9336514870008,0.8423724858018705,59.319135066778856,71.0141561356061,53.56285079298569,47.76243197847449,43.84034609518712,-0.0026772731196785,-1.4529080280980082,-0.222627656938757,69.23076923076923
hmi.sharp_cea_720s.1001.20111022_180000_TAI,1001,0.2047610893218731,8.992883342062438e+19,52786335778.78842,0.0476714738214472,55327242959.77879,3.768631568399958e+18,1.5252590473044833e+18,1209.200512132614,0.0,65.17963236496175,73.81147791744003,29.87064572063444,32.24233832885882,29.30245004694522,0.0008512763182401,0.3628960036034755,0.2135874375777012,73.21428571428571
hmi.sharp_cea_720s.1001.20111023_080000_TAI,1001,0.2804806654630586,5.204399421719394e+19,27831198730.411,0.0995942603610409,10425644110.347202,5.35038504815964e+18,2.8960662123977605e+18,1224.6389786383536,0.0,61.990854998991445,59.19106023743428,56.19405175910539,68.79486654719638,34.06672425740939,0.0031123206362825,-0.6252757165716755,0.113665952554326,59.375
hmi.sharp_cea_720s.1001.20111024_070000_TAI,1001,1.6940978178699917,2.1204350689234475e+20,188597627578.8917,0.0730184236783861,25639519652.46138,2.443940268804914e+19,1.5647815444718684e+19,794.3581210480153,1.1305918692071453,53.313177012273215,64.7357249894067,36.83199293258232,54.50155157589328,33.00263524151242,0.0003632757396934,0.2016240619565275,0.0317428787583153,53.233830845771145
hmi.sharp_cea_720s.1005.20111027_160000_TAI,1005,0.1099065663711336,1.0718033232623352e+19,18646497014.63379,0.0165086146621254,31911996355.288788,1.7217828532998075e+18,5.128907024746896e+17,384.31138256599496,0.0,54.61740807086856,62.03228192682058,37.04224167137156,40.48071515058288,31.43125500979523,0.0007861245077202,2.92594060032898,0.1683092190191793,47.61904761904761
hmi.sharp_cea_720s.1006.20111030_000000_TAI,1006,0.561193992413652,6.4281294691443e+19,149273611183.77176,0.0705731187916677,53805168247.17896,6.615824398783962e+18,2.104684311599381e+18,403.3581792827324,0.0,63.96303046135024,65.70460188297938,36.22769047879255,30.702508506470632,32.538011086479,0.0005881093232638,-0.8640265140299584,0.2266498848327846,69.16666666666667
hmi.sharp_cea_720s.101.20100724_180000_TAI,101,0.3257466066984582,2.694087950516426e+19,65907490178.37014,0.073137222842557,35784650433.78512,3.763067796935184e+18,1.1382671177231116e+18,375.6689618017216,0.0,58.83937728519241,65.66343115341651,33.55407119917889,15.010582619452398,33.33070139815783,-0.0013543930156029,1.221471242564002,-0.4310809920787166,74.07407407407408
hmi.sharp_cea_720s.101.20100725_080000_TAI,101,3.546879066439357,3.72444270957851e+20,312310491900.0871,0.5254456913464779,239555669884.1829,3.1484366725686235e+19,1.001876900325583e+18,1058.2852437441088,0.0,56.67248288570896,65.22018721615609,60.96116756674555,64.95264475881864,38.12529245282792,0.0019828139296093,1.665151417496883,0.0797421691050174,58.86792452830189
hmi.sharp_cea_720s.101.20100726_100000_TAI,101,0.6588013556225557,5.222420802002881e+19,119558757053.31863,0.0258800643528512,139028244269.81104,7.443823875921241e+18,6.488826864418331e+17,427.4362111001026,0.0,59.08072314949386,61.39531457263251,37.6321923227333,39.67339034342421,32.66932599496822,-0.0002813050473136,-2.7843958740263552,-0.0559113997584679,57.60869565217392
