file_name,HARPNUM,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,USFLUXL,MEANPOT,R_VALUE,MEANSHR,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZH,MEANJZD,MEANALP,SHRGT45
hmi.sharp_cea_720s.1.20100502_060000_TAI,1,339.2947859709976,2.321629982902101e+22,6722885209476.8,15.152908802536873,2130295585893.9016,7.91358521610043e+21,3.137802067902118e+21,1457.282952149729,3.118347445578925,19.250884128765883,25.11578672617196,79.53624259284051,81.26180285456864,33.77563325250796,-0.0012631634546963,-0.332268078843359,-0.0040596730012316,2.9343114371457157
hmi.sharp_cea_720s.1.20100511_050000_TAI,1,126.29529081073842,6.41277825922715e+21,3044194517079.768,13.681302162030097,702433582583.2373,3.606545483420927e+21,1.5499648506850863e+21,791.8557993828351,0.0,16.97083656371298,21.230012194191627,81.26347543034649,81.56479604513117,24.12070691393367,-0.0022435720173876,-0.1250157913429878,-0.0099566820533394,0.0655952771400459
hmi.sharp_cea_720s.10.20100503_080000_TAI,10,189.0393520755259,1.7855785218010738e+22,4091901634040.8726,17.182114472130984,1193039782655.905,1.8415726961676617e+21,2.263664660640195e+21,4000.347555699785,2.686926268243826,36.25609450982705,49.5303155758264,126.0193933844015,124.04585395991896,73.32115762050796,-0.0051122030562722,0.4425647657059238,-0.0158099674384128,28.62243379946445
hmi.sharp_cea_720s.1001.20111022_180000_TAI,1001,1.374637045378024,2.140797249235314e+20,67741582169.273766,0.8261603653563843,134037391020.339,1.87589731045086e+19,2.161604824497706e+19,2270.41150636841,0.0,46.98821672042383,56.57365620420772,82.3439027699033,92.52078823516712,40.17900522026496,-0.0116360614838927,2.8856680409216997,-0.1782651759209193,46.478873239436616
hmi.sharp_cea_720s.1001.20111023_080000_TAI,1001,290.7026202450754,2.597690060856134e+22,4881906326171.285,46.71523603763803,1946869284355.936,3.697425117468152e+21,2.5475721146793145e+21,4120.553314345264,2.9254653956219894,27.11367634626121,33.81994833419126,131.73218137771096,132.28480804532944,61.73514751429056,0.009841001903863,-0.3781194725092365,0.0203072943176391,11.312407836528331
hmi.sharp_cea_720s.1001.20111024_070000_TAI,1001,270.95354468237025,2.886677265176938e+22,5159679310231.361,14.284552172322162,896390360129.0461,5.63092887226903e+21,2.512718358026863e+21,2665.39565565047,3.3381253743362467,22.37091618871225,28.58210263652381,95.1687430014227,94.53475342063749,39.99247641258832,0.0017527057880149,-0.2110558589099627,0.0047485523419858,5.505824647455549
hmi.sharp_cea_720s.1005.20111027_160000_TAI,1005,223.0368731253844,4.637900974384611e+22,4975202140349.469,2.377220706499224,606424896675.7627,4.134900088605493e+21,2.619135204548783e+21,5094.498697594485,2.7829802711201306,32.37173777460157,38.84594679301746,88.6227208001874,88.8705918740377,42.226621527694434,-0.0003467863904448,0.0745672502704073,-0.0009883711635773,21.13785557986871
hmi.sharp_cea_720s.1006.20111030_000000_TAI,1006,22.429418263126543,1.1644192131743696e+21,543955476884.62006,1.5836425277628468,200585064372.8036,3.309460300415474e+20,5.224129786665262e+20,1557.358030472321,0.0,22.86597947149032,28.29130943444384,128.222190003041,129.7852648531993,47.435682677194016,0.0028128641700938,-0.5265186136889993,0.0123306501070662,4.618117229129663
hmi.sharp_cea_720s.101.20100724_180000_TAI,101,39.53143912407361,2.2711932595089247e+21,661136794593.8121,1.7618227402607285,330769302115.9551,4.559151579669405e+20,5.1987916960078935e+20,3000.31283536394,0.0,22.443420213495703,32.15875833851268,171.9790451765751,172.2221228891769,76.48901115535237,0.0030909170881767,1.0696225954688527,0.0067803235574937,2.456140350877193
hmi.sharp_cea_720s.101.20100725_080000_TAI,101,25.53964356670797,1.737755305162894e+21,650179899342.8903,0.9139328696097088,44202034799.3784,3.761665283857117e+20,3.984439465355016e+20,1837.7902607136823,0.0,30.336139029846667,31.29142420494296,114.82253787490934,115.81214093311874,43.27358726653178,-0.0012836135809125,-0.1143550688005091,-0.0066026712559192,14.325842696629213
hmi.sharp_cea_720s.101.20100726_100000_TAI,101,20.29672459835737,1.226004451067048e+21,496860938880.8227,1.224011756027652,194977898159.97937,3.8511217985353056e+20,3.111275613546701e+20,1451.5172703055446,0.0,21.941422607746567,26.546988603954016,110.81265176335197,110.76355891489382,39.09249521201862,0.001924546786207,-0.5648641850908501,0.0078705767725908,3.6163522012578615
hmi.sharp_cea_720s.1010.20111026_180000_TAI,1010,77.19870126024423,4.507375402366148e+21,1359901514196.7815,0.2764167381818168,262491497092.982,7.586811916227535e+20,9.152531944071438e+20,3174.925438154292,2.474213761934007,27.88889004245511,40.533670498155246,159.60313243229172,162.19702412368932,82.94949472881602,0.0002585750591036,0.4725865082715118,0.0006232603323191,12.909260991580918
hmi.sharp_cea_720s.1010.20111027_160000_TAI,1010,46.62130298493704,2.165908224392985e+21,927852342038.5132,3.491053909473238,414089298051.6601,5.260744371297717e+20,9.222219725330054e+20,1972.0684445306545,0.0,22.01961364734632,33.67807636366592,162.18067950556787,158.00691098373517,74.80486144322018,-0.0042213469280208,0.9640938738537282,-0.0142213270740535,3.869407496977025
